36, 41
36, 41
0, 41
31, 41
36, 41
36, 41
6, 41
40, 41
36, 41
20, 41
36, 41
35, 41
39, 41
36, 41
40, 41
36, 41
0, 41
26, 41
36, 41
40, 41
36, 41
36, 41
17, 41
14, 41
18, 41
2, 41
0, 41
36, 41
36, 41
40, 41
34, 41
40, 41
36, 41
36, 41
36, 41
35, 41
5, 41
29, 41
36, 41
36, 41
36, 41
0, 41
36, 41
36, 41
36, 41
36, 41
39, 41
36, 41
7, 41
13, 41
36, 41
36, 41
36, 41
40, 41
36, 41
20, 41
0, 41
29, 41
32, 41
36, 41
40, 41
36, 41
19, 41
0, 41
36, 41
40, 41
36, 41
36, 41
36, 41
7, 41
40, 41
36, 41
36, 41
23, 41
36, 41
40, 41
9, 41
0, 41
21, 41
36, 41
39, 41
15, 41
40, 41
36, 41
7, 41
36, 41
36, 41
31, 41
28, 41
36, 41
35, 41
36, 41
34, 41
36, 41
33, 41
36, 41
36, 41
40, 41
3, 41
7, 41
36, 41
33, 41
40, 41
36, 41
40, 41
36, 41
36, 41
39, 41
10, 41
36, 41
36, 41
36, 41
36, 41
36, 41
40, 41
12, 41
36, 41
36, 41
36, 41
16, 41
36, 41
36, 41
36, 41
20, 41
40, 41
31, 41
36, 41
36, 41
36, 41
0, 41
35, 41
36, 41
28, 41
26, 41
20, 41
36, 41
5, 41
36, 41
36, 41
39, 41
30, 41
40, 41
36, 41
36, 41
3, 41
36, 41
40, 41
20, 41
36, 41
36, 41
36, 41
21, 41
36, 41
0, 41
36, 41
32, 41
26, 41
36, 41
40, 41
36, 41
36, 41
0, 41
36, 41
10, 41
36, 41
27, 41
36, 41
36, 41
14, 41
36, 41
36, 41
8, 41
36, 41
24, 41
30, 41
24, 41
36, 41
0, 41
0, 41
36, 41
40, 41
36, 41
36, 41
36, 41
36, 41
40, 41
36, 41
7, 41
36, 41
19, 41
40, 41
0, 41
40, 41
36, 41
36, 41
39, 41
36, 41
40, 41
3, 41
36, 41
36, 41
14, 41
40, 41
36, 41
7, 41
36, 41
15, 41
40, 41
36, 41
22, 41
36, 41
36, 41
36, 41
29, 41
40, 41
22, 41
35, 41
28, 41
36, 41
40, 41
36, 41
40, 41
12, 41
0, 41
36, 41
36, 41
40, 41
35, 41
36, 41
36, 41
36, 41
40, 41
36, 41
40, 41
36, 41
35, 41
36, 41
26, 41
2, 41
0, 41
36, 41
25, 41
36, 41
40, 41
7, 41
36, 41
36, 41
36, 41
34, 41
22, 41
40, 41
6, 41
0, 41
36, 41
36, 41
40, 41
0, 41
36, 41
24, 41
36, 41
39, 41
36, 41
40, 41
36, 41
21, 41
36, 41
36, 41
40, 41
0, 41
36, 41
36, 41
36, 41
39, 41
36, 41
40, 41
36, 41
16, 41
35, 41
36, 41
40, 41
0, 41
36, 41
0, 41
36, 41
37, 41
27, 41
40, 41
36, 41
0, 41
34, 41
36, 41
17, 41
0, 41
36, 41
36, 41
36, 41
0, 41
36, 41
0, 41
0, 41
10, 41
36, 41
22, 41
8, 41
28, 41
36, 41
36, 41
36, 41
36, 41
2, 41
40, 41
5, 41
22, 41
36, 41
36, 41
40, 41
36, 41
40, 41
36, 41
36, 41
29, 41
36, 41
0, 41
7, 41
35, 41
23, 41
36, 41
40, 41
36, 41
40, 41
0, 41
25, 41
35, 41
31, 41
40, 41
0, 41
36, 41
36, 41
36, 41
40, 41
36, 41
15, 41
36, 41
34, 41
36, 41
30, 41
2, 41
9, 41
40, 41
0, 41
36, 41
36, 41
30, 41
0, 41
36, 41
40, 41
36, 41
36, 41
36, 41
36, 41
23, 41
36, 41
40, 41
36, 41
30, 41
36, 41
36, 41
39, 41
36, 41
40, 41
35, 41
0, 41
35, 41
2, 41
40, 41
36, 41
40, 41
36, 41
30, 41
19, 41
0, 41
8, 41
36, 41
40, 41
36, 41
0, 41
36, 41
36, 41
36, 41
33, 41
40, 41
30, 41
40, 41
26, 41
35, 41
36, 41
36, 41
0, 41
11, 41
39, 41
36, 41
36, 41
2, 41
36, 41
0, 41
32, 41
40, 41
28, 41
0, 41
36, 41
15, 41
36, 41
36, 41
11, 41
6, 41
40, 41
0, 41
12, 41
36, 41
34, 41
38, 41
36, 41
39, 41
36, 41
36, 41
36, 41
36, 41
40, 41
36, 41
40, 41
0, 41
36, 41
35, 41
36, 41
39, 41
18, 41
40, 41
36, 41
6, 41
36, 41
36, 41
36, 41
0, 41
10, 41
33, 41
36, 41
36, 41
36, 41
23, 41
24, 41
29, 41
36, 41
19, 41
36, 41
0, 41
36, 41
35, 41
36, 41
36, 41
9, 41
36, 41
22, 41
27, 41
36, 41
0, 41
7, 41
40, 41
9, 41
35, 41
36, 41
34, 41
40, 41
6, 41
37, 41
36, 41
15, 41
36, 41
8, 41
36, 41
36, 41
22, 41
16, 41
36, 41
36, 41
35, 41
0, 41
36, 41
12, 41
36, 41
40, 41
36, 41
36, 41
36, 41
0, 41
40, 41
26, 41
9, 41
36, 41
36, 41
36, 41
36, 41
39, 41
36, 41
40, 41
36, 41
30, 41
21, 41
36, 41
39, 41
36, 41
40, 41
31, 41
36, 41
0, 41
33, 41
34, 41
0, 41
40, 41
36, 41
22, 41
27, 41
20, 41
39, 41
36, 41
15, 41
13, 41
36, 41
7, 41
36, 41
39, 41
36, 41
40, 41
36, 41
32, 41
36, 41
36, 41
36, 41
36, 41
10, 41
0, 41
32, 41
10, 41
36, 41
36, 41
36, 41
40, 41
36, 41
36, 41
12, 41
36, 41
36, 41
3, 41
40, 41
36, 41
40, 41
36, 41
9, 41
36, 41
36, 41
40, 41
10, 41
40, 41
36, 41
36, 41
36, 41
2, 41
17, 41
36, 41
40, 41
21, 41
36, 41
28, 41
36, 41
40, 41
12, 41
15, 41
11, 41
36, 41
17, 41
36, 41
22, 41
36, 41
40, 41
0, 41
36, 41
36, 41
4, 41
40, 41
36, 41
31, 41
20, 41
0, 41
23, 41
36, 41
27, 41
0, 41
40, 41
35, 41
0, 41
10, 41
36, 41
40, 41
36, 41
26, 41
22, 41
28, 41
36, 41
36, 41
40, 41
36, 41
36, 41
35, 41
36, 41
36, 41
36, 41
40, 41
36, 41
25, 41
0, 41
36, 41
36, 41
36, 41
40, 41
36, 41
36, 41
36, 41
33, 41
18, 41
20, 41
34, 41
36, 41
35, 41
36, 41
36, 41
25, 41
36, 41
40, 41
23, 41
26, 41
0, 41
36, 41
36, 41
16, 41
40, 41
0, 41
40, 41
33, 41
20, 41
33, 41
27, 41
0, 41
23, 41
40, 41
36, 41
5, 41
23, 41
